text,label
"Texas Talks a Better Game Than Cal Plays The big question is how fourth-ranked Cal won at Southern Mississippi but lost its Rose Bowl spot to Texas, which did not play Saturday.",1
"Australia four back as Ireland, Austria grab World Golf lead Australia is four shots from the lead after the opening fourballs round of the World Cup golf event in Spain, with Stephen Leaney and Nick O #39;Hern tied for sixth on 8-under.",1
"Buehrle tosses 4-hitter at KC KANSAS CITY, Mo. - Mark Buehrle trotted out to the mound in the ninth inning, eager to wrap up his fourth complete game -- a fitting last start of the season for Chicago #39;s most consistent pitcher.",1
"WHO Urges ASEAN to Curb Tobacco Trade The World Health Organization is urging Southeast Asian nations to strengthen curbs on tobacco trade. Shigeru Omi, the WHO regional director for the Western Pacific, told a conference of the Association of ",2
Talks Continue After China Hostage Deadline Passes  ISLAMABAD (Reuters) - Islamic militants holding two Chinese  engineers hostage in Pakistan threatened to kill one on Monday  unless security forces ended a siege of their hideout.,0
"Bribery Considered, Halliburton Notes Suggest  An internal Halliburton Co. investigation has uncovered handwritten notes suggesting that former employees considered offering bribes to Nigerian officials a decade ago to secure work in a \$5 billion project to build a natural gas liquefaction plant.",2
"Medical Examiner Finds No Injuries on Thanou-Source  ATHENS (Reuters) - A medical examiner has found that Greek  sprinter Katerina Thanou, who was in hospital with fellow  athlete Costas Kenteris, had no injuries, a judicial source  said on Tuesday.",1
"Some GOP Gay Rights Backers Torn Over Bush (AP) AP - On the eve of the Republican convention, some GOP gay rights supporters frustrated by their party platform's hardline stance against same-sex unions say they are torn over whether to back President Bush in this fall's election.",0
"Boeing Adds iPass to Wi-Fi Service iPass wireless-broadband users will be able to make Internet connections on the fly, thanks to a new agreement between iPass and Boeing #39;s Connexion in-flight Internet service.",3
"SOCIAL SECURITY BENEFITS BOOSTED If your on Social Security, expect fatter checks next year as benefits rise nearly \$25 a month. The government today reports more than 47 million Americans will start seeing the increase in their January checks, but some say that money wont go far.",2
"Ex-presidents to help with WTC memorial NEW YORK -- The four living former presidents will be honorary leaders of the World Trade Center memorial project, Gov. George Pataki announced Monday.",2
"GE pledges to meet rules of disclosure in SEC pact General Electric Co. yesterday agreed to a settlement with the Securities and Exchange Commission, which accused the company of failing to provide shareholders with enough information about the retirement perks provided to former chief executive Jack Welch.",2
Peru Striker Pizarro Gives Bayern Victory Over Leader Wolfsburg Peru striker Claudio Pizarro scored twice in the first half as Bayern Munich beat Bundesliga leader Wolfsburg 2-0 yesterday to move within a point.,1
"Russia hostage takers surrounded A siege at a south Russian school goes into the night, with a group holding at least 200, many of them children.",0
FOOTBALL: THE BEST ON EARTH KEVIN KEEGAN has challenged his resurgent Manchester City side to end Arsenal #39;s unbeaten run today and claim the prized scalp of  quot;the best team in the world quot;.,1
Singh has a few more goals Vijay Singh #39;s next milestone on his record rise atop the PGA Tour #39;s money list should be as easy to reach as loose change under the sofa cushions.,1
Army reservist in Iraq pleads guilty in prisoner abuse court &lt;b&gt;...&lt;/b&gt; US Army reservist Staff Sgt. Ivan  #39; #39;Chip #39; #39; Frederick pleaded guilty Wednesday to five charges of abusing Iraqi detainees at Abu Ghraib prison as a two-day court-martial opened at a US base in Baghdad.,0
"Shaq, McGrady pace NBA best-seller list (AFP) AFP - Shaquille O'Neal's new Miami Heat uniform is the most popular selling replica jersey among all National Basketball Association players, the league announced.",1
"UPDATE 1-SEC steps up probe of Krispy Kreme US securities regulators have ratcheted up their probe of Krispy Kreme Doughnuts Inc. (KKD.N: Quote, Profile, Research) , looking at how it repurchased some of its doughnut franchises, the company said on Friday.",2
"Next hit: double-digit insurance hikes As owner of a beachfront home in Hernando County, Cheryl Labbe has gotten used to rising rates for her homeowners #39; insurance. During Florida #39;s four-hurricane barrage, letters ",2
Drop in Consumer Confidence Unexpectedly Steep in August onsumers #39; renewed worries about job prospects led to a bigger-than-expected drop in confidence in August and provided more evidence of the fragility of the economic expansion.,2
"Grant steps up for Lakers in Vegas LAS VEGAS (Ticker) -- Brian Grant had his first big game for the Los Angeles Lakers, helping hand Phoenix Suns their first preseason loss.",1
"Namibians cast their ballots Namibian voters are casting their ballots in the nation #39;s presidential and parliamentary elections. In Windhoek, people started arriving at the polling stations as early as 5am today.",0
"US Airways Gives Pilots, Flight Attendants New Offer (Update3) US Airways Group Inc., struggling to avoid a second bankruptcy since 2002, gave its pilots #39; union a new plan for \$295 million in pay and benefit cuts three days after the group rejected a prior offer.",2
"Sanctions suspended, not lifted Tucked into that \$136 billion in corporate tax breaks President Bush just signed was the point of the bill: Lifting a \$5 billion annual export subsidy the World Trade Organization had ruled illegal.",2
"Bush thanks Musharraf for anti-extremist offensive (AFP) AFP - President George W. Bush thanked Pakistan President Pervez Musharraf for pursuing a military offensive in a remote area where Osama bin Laden may be hiding, senior US officials said.",0
"Music industry asks Napster founder, former arch foe, for help LOS ANGELES: The recording industry has turned to its former arch-nemesis, the founder of online music file-swapping service Napster, to help it beat the piracy that it once accused him of spawning.",3
"Cuba seeks US food trade HAVANA -- Just days before the US presidential election, which could alter US-Cuba relations, communist officials were designing deals to buy \$150 million more in US farm products at a trade fair opening today.",2
"Williams vs Klitschko: When A Comet Crashes Into A Tower 09.12.04 - By Janne Romppainen: Unlike many perhaps expected beforehand, in the year 2004 the heavyweight division has given the fans plenty of interesting fights.",1
Eagles FB Jon Ritchie Out for Season (AP) AP - Philadelphia Eagles fullback Jon Ritchie will miss the rest of the season after tearing the anterior cruciate ligament in his left knee in Sunday's 30-13 victory over the Detroit Lions.,1
Wal-Mart does the notebook price limbo The retailer trots out a portable PC for less than \$600. Is it getting ready for a laptop push for the holidays?,3
"Apple Introduces New iMac (Article Central) At the Apple Expo in Paris this week, Apple Computer Inc. introduced the new iMac, the latest version of the popular consumer desktop computer.",3
"BA workers approve holiday strike British Airways workers plan to strike for 24 hours during the August Bank Holiday weekend unless a pay row is settled, the GMB union said.",2
"Victim swam in shark feeding frenzy A MAN killed by a shark on the Great Barrier Reef was spearfishing amid a shark feeding frenzy, a crew sent to rescue him said today.",0
"Abramovich faces rich list challenge Lakshmi Mittal, the Indian-born steel magnate, yesterday staked a claim to overtake Roman Abramovich as Britain #39;s richest man with a 10bn deal to create the world #39;s largest steelmaker.",2
"Supreme Court decision sought over file sharing In the latest volley of the file-sharing wars, the movie and music industries have filed a petition asking the US Supreme Court to overturn a federal appeals court decision that favored Grokster and StreamCast Networks, the makers of software that allow ",3
"The burden of compliance For 18 months, Office Depot executives have delved into the minutiae of the retailer #39;s financial controls, scrutinizing how it accounts for the goods it buys and testing to see, for example, that daily sales match daily deposits.",2
"Top-10 Williams sisters controversies After several missed calls by the line judge and chair umpire in Tuesday #39;s Jennifer Capriati-Serena Williams match that went against Williams, ESPN Research has compiled the top-10 controversies involving Serena and Venus Williams.",1
"Industrial confrontation at GM Europe escalates RUESSELSHEIM - General Motors faced massive demonstrations at its sites around Europe on Tuesday with worker representatives reporting a turnout of some 50,000 to protest against the company #39;s massive job reduction plans.",2
"Forces target tense Fallujah Hundreds of insurgents arrive from other cities amid airstrikes by the US, which sees the city as a terrorist haven. By wire services.",0
"OK, here's the 411 So long, Eryca. Here comes Darby. New Englanders who call Verizon Communications Inc.'s 411 directory assistance will start to hear a different voice over the next week, as the phone giant upgrades to a system that will handle more calls with automatic speech-recognition software instead using a human operator.",2
" quot;Mega-drought quot; risk studied Researchers examining ancient tree-ring records have linked prolonged periods of epic drought in the West with warmer temperatures, suggesting that global warming could promote long-term drought in the interior West.",3
"Hughes named manager LONDON: Blackburn Rovers appointed Wales national coach Mark Hughes as their new manager last night, the Premiership club said.  quot;Blackburn announce tonight that Mark Hughes has been appointed manager with immediate effect, quot; Blackburn said in a statement.",1
Hitachi Drives Consumer Storage Hitachi Global Storage Technologies is launching a new line of 1.8-inch Travelstar C4K60 hard drives. The new drives will feature high-density 30GB platters and ZIF (zero insertion force) connectors for use ,3
"Hurricane Ivan Churns Toward Barbados (AP) AP - A rapidly strengthening Hurricane Ivan churned closer to the Caribbean, packing sustained winds of 135 mph with meteorologists saying it's possible that the system could reach Category 5 status.",0
"AT T boosts 2004 job cuts to 20 percent AT T Corp. will cut more than 20 percent of its workforce this year, ratcheting up its planned layoffs from a previously estimated target of 8 percent, the long-distance telecommunications carrier announced Thursday.",3
"Prince Sihamoni named new king of Cambodia Cambodia #39;s Throne Council choseThursday Prince Norodom Sihamoni a new king of Cambodia, a week after his father Norodom Sihanouk abdicated.",0
"Iliadis Takes Greece #39;s Second Gold with Judo Win ATHENS (Reuters) - Greek teenager Ilias Iliadis swept up the Olympic host country #39;s second gold medal on Tuesday, winning the men #39;s judo under 81kg category. ",1
"Champions League snapshots MONACO have lost only one of their last 26 European home games while Olympiakos have never beaten a French side in 12 years. DYNAMO have never lost in the Champions League in Spain, where they have drawn twice with Real and also defeated Barcelona 4-0.",1
NASCAR Shortens Weekend for Race Teams (AP) AP - NASCAR will use a shortened weekend schedule for the Nextel Cup series at most of its events next season in an effort to save money for teams.,1
"Stores open doors to sales, surge Retailers opened their doors before the sun rose yesterday, the official start of the holiday shopping season, tempting early risers with specials on a variety of items including flat-screen TVs and toys.",2
"Israel accelerates settlement drive as Sharon pushes on with Gaza &lt;b&gt;...&lt;/b&gt; JERUSALEM : The Israeli government was accelerating its settlement program with plans to build hundreds of new homes in the West Bank, bolstered by a US softening of opposition to new construction projects.",0
"Consumer Confidence Dips in September NEW YORK Sept. 28, 2004 - Consumer confidence declined in September for the second consecutive month, a New York-based private research group said Tuesday.",2
"LBs are built from ground up For Bill Belichick, it isn't a preference. In his mind, turning NCAA defensive ends into NFL linebackers is practically a necessity.",1
"US IT spending to grow 7 in 2005 US spending on information technology goods, services, and staff will grow seven percent in 2005 and continue at a similar pace through 2008, according to a study released Monday by Forrester Research.",3
Incident mars marathon as far as ugly incidents -t a 2004 Olympics that had opened with such anxiety. Until Sunday night. A defrocked Irish ,1
"Martha Stewart Accuses US of Hiding Key Memos A day before Martha Stewart was to start serving a prison sentence, the lifestyle trendsetter on Thursday accused prosecutors of withholding evidence she hopes will help ",2
"China celebrates Deng centenary China is celebrating the 100th anniversary of the birth of Deng Xiaoping, its late supreme leader. For most Chinese the diminutive figure was the man who set the country on a pragmatic reformist ",0
"Troops start new offensive near Baghdad About 5,000 US Marines, British troops and Iraqi forces began an offensive yesterday aimed at clearing insurgents from a cluster of dusty, small towns south of Baghdad.",0
"Ryanair Could Profit with High Oil - CEO (Reuters) Reuters - Europe's biggest no-frills\airline, Ireland's Ryanair Holdings Plc , will turn a\profit even if oil prices hit  #36;75 a barrel, Chief Executive\Michael O'Leary was quoted saying on Sunday.",2
"North Korea's No. 2 Leader Visits China  BEIJING (Reuters) - North Korea's second-most senior leader  toured a shiny new science park in Beijing Monday, a first stop  on visit aimed at finding ways to help the North's moribund  economy as much as jump-starting stalled nuclear talks.",0
"Sorenstam Leads ADT Championship by One (AP) AP - Annika Sorenstam has nothing left to prove this year. She has won seven times, claimed another major and went over the  #36;2 million mark for the fourth consecutive season. But that doesn't mean she came to the ADT Championship to relax.",1
"Intel will exceed previous Q4 revenue expectations SAN FRANCISCO - Intel is planning for a happy holiday season this month, as it expects to exceed its previous revenue guidance and has made progress in reducing its inventory, the company said Thursday.",3
"Europe Rejects Iran's Demand to Use Uranium Equipment Iran is demanding the right to operate uranium enrichment equipment, despite its agreement with the Europeans.",0
Transactions BASEBALL Florida (NL): Released Ps Billy Koch and Aaron Small and C Ramon Castro; added INFs Joe Dillon and Derek Wathan to roster.,1
"Kos Sinks, Generic Drug Blamed  CHICAGO (Reuters) - Shares of Kos Pharmaceuticals Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KOSP.O target=/stocks/quickinfo/fullquote""&gt;KOSP.O&lt;/A&gt; slumped 8 percent on Thursday after an analyst  suggested Barr Pharmaceuticals Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BRL.N target=/stocks/quickinfo/fullquote""&gt;BRL.N&lt;/A&gt; could launch a  copycat version of a key Kos drug earlier than expected.",2
Many Delta Pilots Plan to Retire Next Month he pilots #39; union at Delta Air Lines said last night that an  quot;unusually high quot; number of pilots planned to retire early in October because of concerns about the airline #39;s deteriorating financial situation.,2
"Caribbean Colour Celebrates Carnival #39;s 4Oth Birthday More than 750,000 people marked the 40th birthday of the Notting Hill Carnival with a burst of Caribbean colour and the infectious calypso beat.",0
"Federal judge stays ruling in UPS case SAN FRANCISCO -- A federal judge on Monday stayed his own ruling that UPS must give deaf and hearing impaired workers the same opportunity as others to become truck drivers, allowing the company to appeal.",2
"Northwestern football coach hospitalized Evanston, IL (Sports Network) - Northwestern head football coach Randy Walker was hospitalized with an undisclosed illness before a Monday press conference.",1
"EU Leaders Poised to Offer Entry Talks to Turkey (Reuters) Reuters - EU leaders were poised on Thursday to\set a date to start accession talks with Turkey, as Turkish\Prime Minister Tayyip Erdogan arrived in Brussels in an\optimistic mood for a spate of last-minute diplomacy.",0
"Look who #39;s talking In promoting the disengagement plan, that confrontational man, Prime Minister Ariel Sharon, has already caused great suffering, anger and destruction - just look at the tremendous commotion already happening.",0
"Singh hangs on for another win Farmington, PA (Sports Network) - Vijay Singh carded a three-under 69 on Sunday to hang on for the title at the 84 Lumber Classic.",1
"3 countries will appeal in eventing ATHENS France, Britain and the United States issued a joint challenge Thursday to Germany #39;s gold medal in equestrian team three-day eventing. ",1
Nedved strike keeps Juve four points clear Pavel Nedved scored with a superb free-kick four minutes from time to give Juventus a precious 1-0 Italian Serie A win at Bologna on Sunday.,1
"Tenet Healthcare #39;s Loss Narrows in 3Q NEW YORK - Tenet Healthcare Corp. said Tuesday its loss narrowed in the third quarter, as the operator of acute-care hospitals significantly reduced its loss from continuing operations.",2
"Limited Quarterly Earnings Climb  NEW YORK (Reuters) - Clothing retailer Limited Brands Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LTD.N target=/stocks/quickinfo/fullquote""&gt;LTD.N&lt;/A&gt; on Thursday posted sharply higher quarterly earnings on  gains from the sale of its stake in Galyans Trading Co. and  strong customer response to sales events early in the quarter.",2
"Google reduces IPO price range; SEC approval awaited NEW YORK, August 18 (New Ratings)  Google Inc has reportedly reduced its expected IPO price range to \$85-\$95 per share, from the previously expected price range of \$108-\$135 per share. The company is unlikely to price its shares until the market closes ...",2
"Bush, Kerry Court Voters in New Mexico SANTA FE, N.M. - Bracing for their final debate, John Kerry accused President Bush of favoring ""friends in the oil industry"" over consumers strapped with rising fuel bills on Monday while Bush said his challenger so misunderstood the war on terror that he thought it could be reduced to ""a nuisance"" akin to prostitution or illegal gambling...",0
"Doing the balancing act The Australians are currently weighing up their choice in the Federal election, and the country #39;s top-order batsmen also looked confused as they decided between two party #39;s policies.",1
Would a Settlement Boost Wal-Mart's PR? The company says it is discussing a settlement with the Justice Department.,2
"Check 21 law to process checks faster Every night, millions of cashed checks fly around the country, headed for their home bank. Starting Thursday, technology will begin grounding many of those flights.",2
"Sun releases Solaris-based desktop software com October 13, 2004, 5:06 PM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.",3
"PeopleSoft #39;s Prospects Top Agenda at Show SEPTEMBER 20, 2004 (COMPUTERWORLD) - At PeopleSoft Inc. #39;s Connect 2004 conference in San Francisco this week, the software vendor is expected to face questions from users about its ability to fend off Oracle Corp.",3
"Satellite System Puts Doctors in Ambulance (AP) AP - For paramedics in rural areas, responding to frantic calls for help is at times akin to doing a high-wire act without a net. Mountains, valleys, bad weather and long distances between hospitals make communication with emergency room physicians spotty at best and nonexistent at worst.",3
"Enter your e-mail: Archos has turned up the heat in the portable entertainment arena by announcing the 20GB Gmini400, a \$400 digital audio player with a 2.2-inch color LCD screen for watching videos and viewing photographs.",3
A boost to his base President George W. Bush #39;s nomination of Cuban-born Carlos M. Gutierrez for Commerce secretary fits neatly into a long-term strategy of boosting Republican prospects for national ,2
"Microsoft acquires antispyware vendor Giant DECEMBER 16, 2004 (COMPUTERWORLD) - Microsoft Corp. has acquired antispyware vendor Giant Company Software Inc. in New York for an undisclosed amount.",3
"NL Wrap: Weathers Wins First Start in Six Years for Marlins David Weathers pitched five strong innings in his first start for six years, leading the Florida Marlins to a 5-2 win over the Chicago Cubs and a split of their National League doubleheader in Miami Monday.",1
"Angels doing devil of a job ANAHEIM, California -- The Anaheim Angels are keeping it close in the AL West. Garret Anderson hit a tie-breaking double in the eighth inning, Darin Erstad had a three-run homer and the Angels beat Oakland ",1
"Authorities shut down U.K.-based news Web sites U.S. authorities working in an international investigation have shut down 20 independent news Web sites run by the Independent Media Center by seizing two U.K.-based Web servers, the group said.",3
"Sharapova has power and movement to eclipse Pierce Maria Sharapova is in uncharted waters here, having reached the third round at Flushing Meadows for the first time. But I #39;m confident she can sink Mary Pierce this weekend and sail on into the second week of play.",1
"Cali Drug Kingpin Faces U.S. Court in Chains &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Michael Christie&lt;/p&gt;&lt;p&gt; MIAMI (Reuters) - The most powerful drug lord everextradited by Colombia appeared before a U.S. judge on Monday,and his lawyer said he would fight U.S. charges that he ran hismultibillion-dollar business from a Colombian jail cell.&lt;/p&gt;",0
First school expulsions linked to new law banning religious signs PARIS Two Muslim girls who refuse to remove their head scarves in school are being expelled for violating a law banning religious symbols from schools.,0
"U.S. Wins Third Gold BULLETIN&lt;br&gt;BC-OLY--Women's Final BKW,0040&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  The United States won the gold medal Saturday in women's basketball, beating Australia 74-63.",1
"KPMG witness takes stand in Kazaa trial It is possible to trace users sharing unlicensed music files through their IP address, the Federal Court was told today by the major music labels #39; first witness in their civil case against peer-to-peer software provider Sharman Networks.",3
"Tackle signs six-year extension, team makes other moves Left tackle Matt Light signed a six-year contract extension with the Patriots that will keep him in New England through 2010, giving him and the quarterback he protects long-term security.",1
"Sun, Kodak Look to Future Following Patent Suit Settlement In lieu of facing a court judgment of possibly more than US\$1 billion, Sun Microsystems has agreed to pay \$92 million to settle a long-running patent infringement case with Eastman Kodak.",3
"Security Council agrees on Sudan resolution as foes pledge imminent deal (AFP) AFP - UN ambassadors agreed here unanimously on the text of a resolution aimed at restoring peace to war-ravaged Sudan, as the country's main foes promised to conclude talks on their 21-year-old conflict by the end of the year.",0
"Police patrols at St. Cloud airport to end after funds cut St. Cloud Regional Airport no longer will have regular police presence during its departures and arrivals, airport and police officials said.",2
"India next in line for cut-down XP Microsoft has named India as the next market for its stripped-down version of XP, with shipping expected to begin early next year.",3
"American Express weighs lawsuit vs Visa, MasterCard SAN FRANCISCO (AFX) -- American Express said Monday that in light of the Supreme Court #39;s decision against Visa and MasterCard, it will seek partnerships with US banks.",2
"Disney quarterly profit up 24, beating expectations LOS ANGELES - Walt Disney (DIS) quarterly profit rose 24 as cable TV results and a tax benefit more than offset a drought at its movie studio.",2
"al-Qaida Tip Boosts Security in Honduras (AP) AP - Honduras tightened security at foreign embassies and declared a national terror alert after receiving information that al-Qaida was trying to recruit Hondurans to attack embassies of the United States, Britain, Spain and El Salvador, a government official said Sunday.",0
"After Admitting Flaw, Kryptonite Faces Lawsuits Lock maker Kryptonite and parent Ingersoll-Rand face at least five proposed class-action lawsuits in the United States and Canada after admitting this week that popular ",2
"Ethan Allen Posts Little-Changed Earnings Ethan Allen Interiors Inc. (ETH.N: Quote, Profile, Research) , a furniture maker and retailer, on Tuesday said quarterly earnings were little changed on lackluster consumer confidence ",2
"4 killed, 22 injured in Kashmir attack A suicide car bomber rammed into an army convoy in Indian-controlled Kashmir on Saturday, triggering an explosion that left four people dead and 22 wounded, the army said.",0
"F1 #39;s plans for London race gather pace Bernie Ecclestone remains in the grip of Christmas spirit. A day after the gift of the British Grand Prix, given a July 10 date at yesterday #39;s FIA world council meeting, Formula One #39;s commercial ",1
"'Prime Time' Wants Third Super Bowl Ring (AP) AP - Deion Sanders insists he didn't come out of retirement for money, accolades or to prove he's still got a wealth of talent at age 37.",1
"Italy deports island immigrants Italy begins deporting immigrants directly from the island of Lampedusa, the first port of call for boats from North Africa.",0
Google Plans Desktop Search Tool for Apple PCs Google Inc. GOOG.O plans to release a version of its desktop search tool for computers running on the Mac operating system from Apple Computer Inc.,3
"Bayer refit leads to US sales pact Bayer forged an alliance for its struggling pharmaceuticals business with American drug manufacturer Schering-Plough yesterday, cutting costs and marking another step in the German company #39;s transformation.",2
"EMI to Face Spitzer Music Industry Probe  LONDON (Reuters) - EMI Group PLC, the world's third-largest  music company, confirmed on Friday it faced a New York probe  into how music companies influence what songs are played on the  radio.",2
"Gamer buys \$26,500 virtual land A gamer spends \$26,500 on a virtual island that exists only in a PC role-playing game.",3
"Ivory Coast Army Chief Sacked as Foreigners Flee  ABIDJAN (Reuters) - An exodus of foreigners from Ivory  Coast continued Saturday as President Laurent Gbagbo sacked the  head of the army, hours before West African leaders were due to  meet for emergency talks on the crisis.",0
"Iraq blast death toll rises to 18 At least 18 people were killed in a suicide bombing on Saturday, capping a week of horrific violence in Iraq as al-Qaeda-linked militants threatened to kill two American and a British hostage in 48 hours.",0
"Athletics Edge Orioles 4-3 OAKLAND, Calif. - Jermaine Dye hit a tying two-run single in the sixth and Adam Melhuse followed with a go-ahead single, leading the Oakland Athletics over former teammate Miguel Tejada and the Baltimore Orioles 4-3 on Monday night...",0
Dutch Say Dealer Sold Chemicals to Hussein Prosecutors said Tuesday that they would charge a Dutch chemicals dealer as an accomplice to genocide for supplying Saddam Hussein with lethal chemicals used in ,0
"Legendary NHL coach Reay passes away Chicago, IL (Sports Network) - William T.  quot;Billy quot; Reay, the winningest coach in the history of the Chicago Blackhawks, passed away on Thursday afternoon in Madison, Wisconsin.",1
"Scientists left to pick up the pieces over the \$250m can that fell &lt;b&gt;...&lt;/b&gt; Stunned British and American scientists watched a seven-year dream fall to Earth yesterday at 150mph, potentially smashing the fruits of a \$250m mission.",3
"Applied Materials Returns to Profit  SAN FRANCISCO (Reuters) - Applied Materials Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMAT.O target=/stocks/quickinfo/fullquote""&gt;AMAT.O&lt;/A&gt;,  the largest maker of chip-making tools, on Tuesday said healthy  spending on new semiconductor factories more than doubled  revenue and returned it to a quarterly profit.",2
Armstrong Ponders Tour Six-time Tour de France champion Lance Armstrong will decide in May whether he will return to defend his title in 2005.,1
Do You Need Disability Insurance? There's a good chance you'll become disabled for a while. Are you protected?,2
"Federer faces Hewitt in Masters Cup final Swiss world number one Roger Federer will face Australian Lleyton Hewitt in Sunday #39;s final at Masters Cup after an epic tiebreak 20-18 to seal a 6-3, 7-6 semi-final victory ",1
"Satellite pinpoints lost children A new satellite tracking device, which could cost less than 100, aims to reunite parents with their lost children.",3
"Spam enforcers urged to work together Johannesburg, 12 October 2004 - International consumer law enforcers from 29 countries were yesterday urged to work together to combat the growing threat of spam.",3
Can Jamdat Survive the Hype? Earnings from hot new issue Jamdat Mobile don't live up to analysts' expectations.,2
"Hamas leader calls for fair mediation SHTOURA, Lebanon -- A senior Hamas official expressed hope yesterday that the United States and the European Union would be fairer in mediating the Palestinian-Israeli conflict, but he said his group would continue its resistance even if a Palestinian state is established.",0
"Fujitsu joining Cisco Systems this time. Fujitsu and Cisco Systems, both high end hardware manufacturers are joining forces. Earlier, Fujitsu bundled their strengths with popular phone company Siemens.",3
"Space Science Pioneer Van Allen Questions Human Spaceflight (SPACE.com) SPACE.com - A leading space scientist has called to question the validity of human spaceflight, suggesting that sending astronauts outward from Earth is outdated, too costly, and the science returned is trivial.",3
"Test reluctance could block virtualisation The need to test packaged applications on virtualised systems could hold up the deployment of server virtualisation software, according to attendees at Gartner #39;s datacentre conference in Las Vegas this week.",3
Asbestos scandal bosses still get golden handshake Sydney - The head of James Hardie Industries has resigned with a payout of \$6.5 million (R40.8 million) in the aftermath of a scandal over the building products group #39;s efforts to dodge its liabilities to asbestos victims.,2
"Jordan prime suspect over Hamas hit list Palestinian resistance group Hamas has said an Arab country might have helped Israel assassinate one of its members in Damascus . Although Hamas spokesman Usama Hamdan, who called ",0
"Ferrari on top in practice for Brazilian GP Rubens Barrichello took advantage of a warm afternoon track in his native city to record the fastest time in practice Friday for the Brazilian Grand Prix, edging out Ferrari teammate Michael Schumacher as the pair set the pace for ",1
IBM Offers Disk-Storage Servers IBM is aiming to take a larger share of the \$60 billion data-storage market with the introduction of two new disk-storage servers.,3
Irish Look to Top Michigan State on Sat. (AP) AP - It'll take more than last week's victory over a highly ranked opponent to restore Notre Dame's lost luster. That makes Saturday's game at Michigan State a big one for the Fighting Irish.,1
"Technology NEW HAVEN, Conn. -- Slower growth and reduced profits will likely squeeze three of the nation #39;s top 10 personal computer manufacturers out of the market by 2007, a research firm predicted Monday.",3
"Charges Have Been Filed In NBA Brawl It #39;s official, the notorious brawl last month between the Indiana Pacers, Detroit Pistons and some fans has resulted in criminal charges.",1
"Lone Star Stays Strong The steakhouse operator posts a 23 rise in net income, despite high beef costs.",2
"Opec begs US help to calm oil market Opec, the oil producers #39; cartel, has taken the surprise step of urging the US to release stocks held in emergency reserves to calm the frantic crude market.",2
"James Leads Cleveland to Top of Eastern Conference Cavaliers 103 &lt;b&gt;...&lt;/b&gt; CLEVELAND -- LeBron James scored 27 points and assisted on Lucious Harris #39; clinching three-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",1
"Ballmer: Windows TCO the way to go In the face of growing competition from Linux, Microsoft CEO Steve Ballmer delivered a four-page memo to customers on Wednesday outlining the economic and security advantages Windows has over Linux, the potential dangers of open source involving indemnification, and the intent to aggressively convince Unix shops to migrate to Windows.",3
"Ex-general Indonesia #39;s new leader Former Indonesian general Susilo Bambang Yudhoyono has become Indonesia first directly elected president in a landslide victory. Yudhoyono, who promised to inject fresh life into ",0
Judge turns down AMD request for Intel documents AMD HAS failed in its most recent attempt to force Intel to disclose documents relating to an antitrust investigation to European Commission investigators.,2
Bush hands firms \$140bn in tax breaks US president George W Bush had repealed an internationally disputed export tax subsidy but lavished \$140 billion (R868 billion) in new tax breaks on corporations.,2
"Iraq Declares State of Emergency as Insurgents Step Up Attacks Faced with a surge in deadly guerrilla attacks, Prime Minister Ayad Allawi declared martial law across most of the country today as American and Iraqi troops made final ",0
"World #39;s oldest man dies at age 113 Fred Hale Sr., believed to have been the oldest man on Earth, has died less than a month before his 114th birthday at a DeWitt, NY, nursing home.",1
"Spitzer mentor takes over at Marsh A FORMER mentor to Eliot Spitzer replaced Jeffrey Greenberg as chief executive of Marsh  amp; McLennan last night, as the embattled insurance group made its first move towards settling a lawsuit with the New York Attorney-General.",2
"Ecuador rocks but China ousted from World Cup contention NEW YORK - Defending World Cup champion Brazil suffered the most shocking result of the day, but China was the biggest loser. The Brazilians lost to Ecuador for the just the second time in their history.",1
Voeller dumps troubled AS Roma ROME: Rudi Voller (pic) quit as coach of Roma after just four league matches following their 3-1 defeat away to Bologna on Saturday.,1
"US #39;s Syria embassy temporarily closed The United States embassy in Damascus, Syria, says it has temporarily closed its doors to the public to re-evaluate its security but would not say if it is the target of a specific threat.",0
"SPAM vs spam To some Britons, especially those 50 and older, it #39;s a word forged from  #39;spiced #39; and  #39;ham #39; to represent,  quot;pink, chopped ham and pork rammed into square tins, quot; as the UK #39;s The Guardian story describes it.",3
JBoss ships J2EE app server Open-source software maker releases big update to Java-based application server program.,3
"NTT DoCoMo, IBM, Intel team to secure mobile devices With an eye towards making mobile devices and the commerce services that run over them more secure, NTT DoCoMo Inc., Intel Corp. and IBM Corp. on Wednesday published a jointly developed security specification called the Trusted Mobile Platform.",3
